"","originating.agency","incident.number","incident.date","date.agency.went.NIBRS","city","current.population","UCR.county","FIPS.county","incident.hour","UCR.code","completed","multiple.victims","multiple.offenders","type","primary.incident","victim.age","victim.sex","victim.race","victim.ethnicity","victim.residency","offender.age","offender.sex","offender.race","target.harm","target.arrest","victimage.group","offenderage.group","population.group","relationship.group","hour.group","same.race","state.name","division.name","region.name","location.name","loc.group","weapon.name","injury.name","Victim.in.relation","FIPS"
"5955","TN0570100","0A1H0-FOJC1A",20100618,19990701,"JACKSON                       ",63969,57,113,20,100,0,1,1,"SingleVO",1,9,"female","white","not.hispanic","resident",34,"male","white",0,NA,"6-10","30-40","Pop 25-100K","Stranger","Night",0,"TN","East South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","41113"
"5956","CO0300400","8I0 SCBQ72 N",20100821,19970101,"LAKEWOOD                      ",139615,30,59,21,100,1,3,3,"MultVO",0,12,"female","white",NA,NA,NA,"male","white",1,NA,"11-15",NA,"Pop 100-500K","Stranger","Night",0,"CO","Mountain","West","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","05059"
"5957","KY0590200","1I2-512H6X I",20100705,20090101,"ELSMERE                       ",7999,59,117,20,100,1,3,2,"MultVO",1,12,"male","white","not.hispanic","resident",16,"male","white",1,NA,"11-15","<20","Pop <25K","Stranger","Night",0,"KY","East South Central","South","Field/Woods","Park/outdoor","Knife/Cutting Instrument","None","Stranger","16117"
"5958","KY1140100","113MA-KQ6X I",20110122,20081001,"BOWLING GREEN                 ",58468,114,227,13,100,1,1,2,"MultOff",1,13,"female","white","not.hispanic","resident",19,"female","white",0,NA,"11-15","<20","Pop 25-100K","Stranger","Afternoon",0,"KY","East South Central","South","Residence/Home","Home","None/Other","None","Stranger","16227"
"5959","OHCOP0000","8T0D0AER12 N",20120907,20030101,"COLUMBUS                      ",780239,25,49,13,100,1,1,1,"SingleVO",1,12,"female","black",NA,NA,42,"male","black",0,NA,"11-15","40-50","Pop >500K","Stranger","Afternoon",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34049"
"5960","KS0490000","8N0 AYPU72 N",20110808,20000101,"KIOWA                         ",2569,49,97,15,100,1,1,1,"SingleVO",1,10,"female","white","not.hispanic","resident",63,"male","white",1,0,"6-10",">50","Pop <25K","Stranger","Afternoon",0,"KS","West North Central","Northcentral","Lake/Waterway","Park/outdoor","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","15097"
"5961","IA0820200","2W1J0U73JYXR",20120305,19920101,"DAVENPORT                     ",101193,82,163,17,100,0,3,1,"MultVic",0,11,"female","black","not.hispanic","resident",55,"male","white",0,NA,"11-15",">50","Pop 100-500K","Stranger","Afternoon",1,"IA","West North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","14163"
"5962","WV0060200","081M0UZUJC1A",20111007,20000101,"HUNTINGTON                    ",45272,6,11,18,100,0,2,1,"MultVic",0,3,"female","black","not.hispanic",NA,55,"male","white",0,0,"0-5",">50","Pop 25-100K","Stranger","Afternoon",1,"WV","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","47011"
"5963","WA0030500","8T0Q1MTU72 N",20121216,20110901,"WEST RICHLAND                 ",12303,3,5,18,100,0,1,1,"SingleVO",1,12,"female","white","not.hispanic","resident",NA,"male","black",1,NA,"11-15",NA,"Pop <25K","Stranger","Afternoon",1,"WA","Pacific","West","Highway/Road/Alley","Road/transit","Knife/Cutting Instrument","None","Stranger","46005"
"5964","CODPD0000","EJ-U72U5BNZH",20120804,20050101,"DENVER                        ",628545,16,31,19,100,0,1,1,"SingleVO",1,11,"male","black","not.hispanic","non-resident",NA,"male","white",0,NA,"11-15",NA,"Pop >500K","Stranger","Night",1,"CO","Mountain","West","Other/unknown","Unknown","None/Other","None","Stranger","05031"
"5965","OHCOP0000","8N01SBTC72 N",20111205,20030101,"COLUMBUS                      ",770686,25,49,16,100,1,1,1,"SingleVO",1,11,"male","black",NA,"resident",25,"male","black",0,NA,"11-15","20-30","Pop >500K","Stranger","Afternoon",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34049"
"5966","TNMPD0000","BR0H39G39GMF",20110201,20000801,"MEMPHIS                       ",652725,79,157,16,100,0,1,1,"SingleVO",1,13,"female","black","not.hispanic","resident",42,"male","black",0,0,"11-15","40-50","Pop >500K","Stranger","Afternoon",0,"TN","East South Central","South","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","41157"
"5967","SC0180000","8N0BROT972 N",20101224,19910101,"DORCHESTER                    ",77209,18,35,14,100,0,2,2,"MultVO",0,4,"male","white","hispanic","resident",34,"male","white",0,NA,"0-5","30-40","Pop 25-100K","Stranger","Afternoon",0,"SC","South Atlantic","South","Convenience Store","Shopping","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","39035"
"5968","OHCOP0000","8I0AAF5LT2 N",20100922,20030101,"COLUMBUS                      ",760895,25,49,12,100,0,1,1,"SingleVO",1,2,"male","white",NA,"resident",56,"male","black",0,NA,"0-5",">50","Pop >500K","Stranger","Morning",1,"OH","East North Central","Northcentral","Field/Woods","Park/outdoor","None/Other","None","Stranger","34049"
"5969","OH0310400","2W1M0U72LN0O",20111013,20040601,"BLUE ASH                      ",12123,31,61,16,100,1,1,1,"SingleVO",1,14,NA,"white",NA,"resident",25,"male","white",1,NA,"11-15","20-30","Pop <25K","Stranger","Afternoon",0,"OH","East North Central","Northcentral","Parking Lot/Garage","Shopping","Knife/Cutting Instrument","Apparent Minor Injury","Stranger","34061"
"5970","OHCOP0000","391J2ZAZBF39",20111205,20030101,"COLUMBUS                      ",770686,25,49,10,100,1,1,1,"SingleVO",1,9,"female","black",NA,"resident",32,"male","black",0,NA,"6-10","30-40","Pop >500K","Stranger","Morning",0,"OH","East North Central","Northcentral","School--elementary/secondary","School","None/Other","None","Stranger","34049"
"5971","OH0770100","8N0B0AEQ72 N",20110323,19980601,"AKRON                         ",199256,77,153,19,100,1,1,1,"SingleVO",1,15,"female","white",NA,"resident",NA,"male","black",1,NA,"11-15",NA,"Pop 100-500K","Stranger","Night",1,"OH","East North Central","Northcentral","Other/unknown","Unknown","None/Other","None","Stranger","34153"
"5972","OHCOP0000","8N04YY3RS2 N",20110309,20030101,"COLUMBUS                      ",770686,25,49,17,100,1,1,1,"SingleVO",1,11,"female","black",NA,"resident",50,"male","black",0,NA,"11-15","40-50","Pop >500K","Stranger","Afternoon",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34049"
"5973","CO0030100","2W100U728N W",20121231,19920101,"ENGLEWOOD                     ",31358,3,5,17,100,0,1,1,"SingleVO",1,14,"male","white","not.hispanic","non-resident",35,"male","black",0,NA,"11-15","30-40","Pop 25-100K","Stranger","Afternoon",1,"CO","Mountain","West","Parking Lot/Garage","Shopping","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Stranger","05005"
"5974","OH0770100","8N0BAAZH72 N",20110204,19980601,"AKRON                         ",199256,77,153,7,100,1,1,1,"SingleVO",1,10,"female","black",NA,NA,NA,"male",NA,0,NA,"6-10",NA,"Pop 100-500K","Stranger","Morning",NA,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34153"
"5975","TN0900100","IN0BKYZM12 N",20101230,19970601,"JOHNSON CITY                  ",62084,90,179,18,100,0,2,1,"MultVic",0,10,"female","white","not.hispanic","resident",42,"male","white",0,1.1,"6-10","40-50","Pop 25-100K","Stranger","Afternoon",0,"TN","East South Central","South","Parking Lot/Garage","Shopping","None/Other","Apparent Minor Injury","Stranger","41179"
"5976","CO0010500","2W1H0OK2LD1A",20100521,19970101,"WESTMINSTER                   ",62227,1,1,18,100,1,1,1,"SingleVO",1,15,"female","white","hispanic","non-resident",49,"male",NA,1,NA,"11-15","40-50","Pop 25-100K","Stranger","Afternoon",NA,"CO","Mountain","West","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Stranger","05001"
"5977","OH0570200","8N0GAFS9SX N",20110624,19980101,"DAYTON                        ",141631,57,113,23,100,1,1,2,"MultOff",1,0.5,"male","black","not.hispanic","resident",29,"female","black",1,0.1,"0-5","20-30","Pop 100-500K","Stranger","Night",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","34113"
"5978","VA1030000","8T0B-YQ9T2 N",20120703,19990101,"CHESAPEAKE                    ",227531,NA,NA,22,100,1,1,1,"SingleVO",1,15,"male","black","not.hispanic","resident",52,"male","asian",0,0.1,"11-15",">50","Pop 100-500K","Stranger","Night",1,"VA","South Atlantic","South","Hotel/Motel/Etc.","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","45 NA"
"5979","CO0510100","8T0BKYMD72 N",20120119,20090101,"PUEBLO                        ",109065,51,101,15,100,1,1,1,"SingleVO",1,9,"female","white","hispanic","resident",29,"male","white",1,0.1,"6-10","20-30","Pop 100-500K","Stranger","Afternoon",0,"CO","Mountain","West","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Stranger","05101"
"5980","CO0070100","8I0BRE5VT2 N",20100301,20100101,"BOULDER                       ",99255,7,13,17,100,1,1,1,"SingleVO",1,15,"female","white","not.hispanic","resident",NA,"male",NA,1,NA,"11-15",NA,"Pop 25-100K","Stranger","Afternoon",NA,"CO","Mountain","West","Other/unknown","Unknown","Firearm (type not stated)","None","Stranger","05013"
"5981","OHCIP0000","EI1M14P86X I",20110403,19980101,"CINCINNATI                    ",297160,31,61,14,100,1,1,1,"SingleVO",1,13,"female","black","not.hispanic","resident",40,"male","white",0,NA,"11-15","30-40","Pop 100-500K","Stranger","Afternoon",1,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","34061"
"5982","OHCOP0000","8I0AROBMQ2 N",20100915,20030101,"COLUMBUS                      ",760895,25,49,15,100,0,2,3,"MultVO",0,10,"male","black",NA,"resident",32,"female","black",0,NA,"6-10","30-40","Pop >500K","Stranger","Afternoon",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34049"
"5983","MI8234900","1W1H0BFN8NBR",20100615,20050101,"DETROIT                       ",899447,82,163,NA,100,1,1,3,"MultOff",1,14,"female","black",NA,"resident",21,"female","black",1,NA,"11-15","20-30","Pop >500K","Stranger",NA,0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","21163"
"5984","KY0340200","296XDJ2P-F39",20121026,20110901,"LEXINGTON                     ",302332,34,67,8,100,0,1,1,"SingleVO",1,13,"female","black","not.hispanic","resident",NA,"male","black",0,NA,"11-15",NA,"Pop 100-500K","Stranger","Morning",0,"KY","East South Central","South","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","16067"
"5985","KS0870300","8ICB1Y5VG 8N",20101014,20001101,"WICHITA                       ",376880,87,173,10,100,1,2,3,"MultVO",0,14,"male","black","not.hispanic","resident",19,"male","black",0,0,"11-15","<20","Pop 100-500K","Stranger","Morning",0,"KS","West North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","15173"
"5986","MI8249000","EJ0-O28NTI5I",20120423,19970101,"INKSTER                       ",25129,82,163,19,100,1,1,3,"MultOff",1,14,"female","black",NA,"resident",16,"male","black",1,NA,"11-15","<20","Pop 25-100K","Stranger","Night",0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Stranger","21163"
"5987","MI5074000","EJ0-O28G0O5B",20120402,19950101,"SHELBY TOWNSHIP               ",73960,50,99,20,100,0,1,1,"SingleVO",1,10,"male","white",NA,"resident",45,"male",NA,0,NA,"6-10","40-50","Pop 25-100K","Stranger","Night",NA,"MI","East North Central","Northcentral","Parking Lot/Garage","Shopping","None/Other","None","Stranger","21099"
"5988","MI5071300","1W1H0U7294JW",20100310,19960101,"ROSEVILLE                     ",46221,50,99,NA,100,1,1,1,"SingleVO",1,10,"female","black",NA,"non-resident",40,"male","black",0,NA,"6-10","30-40","Pop 25-100K","Stranger",NA,0,"MI","East North Central","Northcentral","School/College","School","None/Other","None","Stranger","21099"
"5989","MI0310300","1A1M0U72J22O",20110511,19950101,"ALLEGAN                       ",84721,3,5,15,100,0,1,1,"SingleVO",1,11,"female","white",NA,NA,NA,"male",NA,0,NA,"11-15",NA,"Pop 25-100K","Stranger","Afternoon",NA,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","21005"
"5990","OHCOP0000","8T0DEYQ-62 N",20120912,20030101,"COLUMBUS                      ",780239,25,49,9,100,1,3,3,"MultVO",0,10,"female","black",NA,"resident",41,"male","white",0,NA,"6-10","40-50","Pop >500K","Stranger","Morning",1,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34049"
"5991","MI8234900","1W1H0KFP8NXI",20100213,20050101,"DETROIT                       ",899447,82,163,NA,100,0,1,1,"SingleVO",1,13,"female","black",NA,"resident",35,"male","black",0,NA,"11-15","30-40","Pop >500K","Stranger",NA,0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","21163"
"5992","WA0270300"," 91M1-HUZX I",20120410,20070101,"TACOMA                        ",202646,27,53,8,100,1,1,3,"MultOff",0,11,"male","black","not.hispanic","resident",30,"male",NA,0,NA,"11-15","20-30","Pop 100-500K","Stranger","Morning",NA,"WA","Pacific","West","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","46053"
"5993","TN0330200","8I-ISES 728N",20100820,19990801,"EAST RIDGE                    ",19882,33,65,8,100,0,1,1,"SingleVO",1,12,"female","black","not.hispanic","non-resident",54,"male","white",0,NA,"11-15",">50","Pop <25K","Stranger","Morning",1,"TN","East South Central","South","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Stranger","41065"
"5994","OHCOP0000","8N0IREMCT2 N",20111019,20030101,"COLUMBUS                      ",770686,25,49,7,100,1,1,3,"MultOff",1,9,"female","white",NA,"resident",35,"male","black",0,NA,"6-10","30-40","Pop >500K","Stranger","Morning",1,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34049"
"5995","IA0780100","2W1J0U73742X",20120525,19920128,"COUNCIL BLUFFS                ",62708,78,155,18,100,1,1,1,"SingleVO",1,13,"female","white","hispanic","resident",50,"male","white",0,NA,"11-15","40-50","Pop 25-100K","Stranger","Afternoon",0,"IA","West North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","14155"
"5996","KY0340200","5M5HH27G1AEM",20120824,20110901,"LEXINGTON                     ",302332,34,67,13,100,1,1,1,"SingleVO",1,1,"male","white","not.hispanic","resident",55,"male","white",0,NA,"0-5",">50","Pop 100-500K","Stranger","Afternoon",0,"KY","East South Central","South","Department/Discount Store","Shopping","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","16067"
"5997","OHCOP0000","8I0AYOQRP2 N",20101013,20030101,"COLUMBUS                      ",760895,25,49,17,100,1,2,1,"MultVic",0,8,"male","white",NA,"resident",41,"male","white",0,NA,"6-10","40-50","Pop >500K","Stranger","Afternoon",0,"OH","East North Central","Northcentral","Parking Lot/Garage","Shopping","None/Other","None","Stranger","34049"
"5998","IA0770500","0A1M0U7UJ21A",20110303,19920115,"WEST DES MOINES               ",45234,77,153,18,100,1,1,1,"SingleVO",1,6,"male","white","not.hispanic","non-resident",53,"male","white",0,NA,"6-10",">50","Pop 25-100K","Stranger","Afternoon",0,"IA","West North Central","Northcentral","Church/Synagogue/Temple","School","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","14153"
"5999","SC0230000","0A2HQ07U678R",20100624,19910101,"GREENVILLE                    ",328120,23,45,19,100,1,1,1,"SingleVO",1,12,"male","white","not.hispanic","resident",39,"male","white",1,1,"11-15","30-40","Pop 100-500K","Stranger","Night",0,"SC","South Atlantic","South","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Stranger","39045"
"6000","OH0781200"," 9-MU3P1NX I",20120610,20051201,"HOWLAND TOWNSHIP              ",17239,78,155,12,100,1,2,1,"MultVic",0,6,"female","white",NA,"resident",55,"male","white",0,NA,"6-10",">50","Pop <25K","Stranger","Morning",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34155"
"6001","OH0570200","1A1M047ZIN1A",20111107,19980101,"DAYTON                        ",141631,57,113,15,100,0,1,3,"MultOff",1,13,"male","black","not.hispanic","resident",30,"male","black",1,NA,"11-15","20-30","Pop 100-500K","Stranger","Afternoon",0,"OH","East North Central","Northcentral","Other/unknown","Unknown","Handgun","None","Stranger","34113"
"6002","MI8234900","1W1H027N8GTO",20100505,20050101,"DETROIT                       ",899447,82,163,8,100,0,1,2,"MultOff",1,13,"female","white","hispanic","resident",30,"male","white",0,NA,"11-15","20-30","Pop >500K","Stranger","Morning",0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Stranger","21163"
"6003","OHCOP0000","8I0QEF5LS2 N",20100611,20030101,"COLUMBUS                      ",760895,25,49,16,100,1,1,1,"SingleVO",1,9,"female","white",NA,"resident",55,"male","white",0,NA,"6-10",">50","Pop >500K","Stranger","Afternoon",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34049"
