"","current.population","hour.group","victim.age","victim.sex","victim.race","victim.residency","offender.age","offender.sex","offender.race","multiple.victims","multiple.offenders","relationship.group","division.name","location.group","same.race","target.harm"
"4622",48010,"Afternoon",12,"female","white","non-resident",36,"female","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"4623",707096,"Morning",14,"female","black","resident",42,"female","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"4624",11621,"Afternoon",15,"female","white","resident",34,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"4625",374835,"Afternoon",15,"male","white","resident",19,"male","white","Single Victim","Single Offender","Parent","Pacific","Other",0,"1"
"4626",742780,"Afternoon",13,"female","white","resident",20,"male","black","Single Victim","Multiple Offenders","Parent","West South Central","Other",1,"0"
"4627",10960,"Early",13,"female","white","resident",16,"male","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"4628",780239,"Afternoon",14,"female","black","resident",33,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",1,"0"
"4629",59183,"Night",10,"male","white","resident",28,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"4630",38115,"Night",9,"female","white","resident",49,"male","black","Multiple Victims","Single Offender","Parent","East North Central","Other",1,"0"
"4631",94507,"Morning",9,"female","white","resident",26,"male","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"4632",64805,"Afternoon",4,"male","white","non-resident",45,"male","white","Single Victim","Single Offender","Parent","Mountain","Other",0,"0"
"4633",215062,"Night",15,"female","white","resident",20,"male","white","Single Victim","Multiple Offenders","Parent","South Atlantic","Home",0,"1"
"4634",2730,"Night",13,"female","black","resident",34,"female","black","Single Victim","Single Offender","Parent","South Atlantic","Home",0,"0"
"4635",199595,"Afternoon",12,"male","white","resident",50,"male","white","Single Victim","Single Offender","Parent","Pacific","Other",0,"1"
"4636",29217,"Afternoon",5,"male","black","resident",49,"male","white","Single Victim","Single Offender","Parent","New England","Other",1,"0"
"4637",205760,"Afternoon",11,"male","white","resident",49,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4638",4293,"Early",0.5,"male","white","resident",31,"male","white","Single Victim","Multiple Offenders","Parent","New England","Home",0,"0"
"4639",47608,"Afternoon",11,"female","white","resident",29,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Other",0,"0"
"4640",8369,"Night",12,"female","white","resident",57,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4641",131979,"Night",14,"female","white","resident",42,"male","amer.indian","Multiple Victims","Single Offender","Parent","Mountain","Home",1,"0"
"4642",177873,"Afternoon",3,"female","white","resident",33,"female","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"4643",62556,"Afternoon",11,"female","white","resident",24,"male","white","Single Victim","Single Offender","Parent","West North Central","Other",0,"0"
"4644",599395,"Afternoon",15,"female","black","resident",20,"male","black","Single Victim","Multiple Offenders","Parent","East North Central","Other",0,"1"
"4645",26503,"Night",12,"female","white","resident",57,"male","white","Single Victim","Single Offender","Parent","West South Central","Home",0,"0"
"4646",320014,"Afternoon",4,"female","white","resident",35,"male","white","Single Victim","Single Offender","Parent","South Atlantic","School/Center",0,"0"
"4647",707096,"Afternoon",3,"female","black","resident",23,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"1"
"4648",2769,"Afternoon",12,"male","white","resident",43,"male","white","Single Victim","Multiple Offenders","Parent","West South Central","School/Center",0,"0"
"4649",2723,"Afternoon",1,"male","white","resident",41,"female","white","Single Victim","Multiple Offenders","Parent","West North Central","Home",0,"0"
"4650",26661,"Night",12,"male","white","non-resident",34,"female","white","Single Victim","Single Offender","Parent","West South Central","Other",0,"0"
"4651",17548,"Afternoon",15,"female","white","resident",18,"male","white","Single Victim","Multiple Offenders","Parent","East South Central","Other",0,"0"
"4652",32740,"Afternoon",14,"female","black","resident",45,"male","white","Single Victim","Single Offender","Parent","New England","Other",1,"1"
"4653",205760,"Night",13,"female","white","resident",35,"male","white","Multiple Victims","Multiple Offenders","Parent","East North Central","Other",0,"0"
"4654",16174,"Night",13,"female","white","resident",17,"male","white","Single Victim","Multiple Offenders","Parent","West North Central","School/Center",0,"0"
"4655",1310,"Morning",8,"male","white","resident",47,"male","white","Multiple Victims","Single Offender","Parent","West South Central","School/Center",0,"1"
"4656",2445,"Afternoon",13,"female","white","resident",41,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4657",612789,"Afternoon",14,"female","black","resident",18,"male","black","Single Victim","Multiple Offenders","Parent","East South Central","Home",0,"1"
"4658",2810,"Night",8,"female","white","resident",26,"male","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"4659",44631,"Afternoon",2,"female","white","resident",23,"male","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"4660",4277,"Morning",13,"female","black","resident",44,"female","black","Multiple Victims","Multiple Offenders","Parent","West South Central","Home",0,"0"
"4661",760895,"Afternoon",10,"female","black","resident",40,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",1,"0"
"4662",4251,"Night",3,"male","black","resident",46,"female","black","Single Victim","Single Offender","Parent","West South Central","Other",0,"0"
"4663",60173,"Afternoon",9,"male","white","resident",31,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"1"
"4664",780239,"Afternoon",9,"male","black","resident",24,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",1,"0"
"4665",374835,"Afternoon",5,"male","black","resident",45,"male","white","Multiple Victims","Single Offender","Parent","Pacific","Other",1,"0"
"4666",14726,"Afternoon",1,"male","white","resident",35,"female","black","Single Victim","Single Offender","Parent","West North Central","Other",1,"0"
"4667",748819,"Morning",8,"male","black","resident",30,"male","black","Single Victim","Single Offender","Parent","West South Central","Other",0,"0"
"4668",397106,"Afternoon",13,"female","black","resident",35,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",1,"1"
"4669",332960,"Early",15,"female","black","resident",22,"male","black","Single Victim","Single Offender","Parent","West North Central","Other",0,"0"
"4670",21736,"Afternoon",7,"male","white","resident",35,"male","white","Single Victim","Multiple Offenders","Parent","Mountain","Home",0,"0"
"4671",25923,"Afternoon",11,"female","white","resident",37,"female","white","Multiple Victims","Multiple Offenders","Parent","East North Central","Other",0,"0"
"4672",68329,"Afternoon",14,"male","white","resident",17,"male","black","Single Victim","Single Offender","Parent","West South Central","Home",1,"0"
"4673",177873,"Afternoon",14,"female","white","resident",16,"male","white","Single Victim","Multiple Offenders","Parent","Mountain","Other",0,"1"
"4674",597426,"Afternoon",11,"female","white","resident",57,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Home",0,"1"
"4675",46086,"Afternoon",5,"male","white","resident",16,"female","white","Single Victim","Multiple Offenders","Parent","Mountain","Home",0,"0"
"4676",7439,"Afternoon",14,"female","white","non-resident",18,"male","white","Single Victim","Multiple Offenders","Parent","South Atlantic","Other",0,"0"
"4677",199595,"Night",13,"female","black","resident",50,"male","white","Single Victim","Single Offender","Parent","Pacific","Other",1,"0"
"4678",302332,"Afternoon",15,"female","white","resident",30,"male","white","Single Victim","Single Offender","Parent","East South Central","Other",0,"1"
"4679",229396,"Early",12,"female","white","resident",27,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4680",1009834,"Morning",0.5,"male","white","resident",30,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Other",0,"0"
"4681",33796,"Afternoon",9,"female","white","resident",23,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Other",0,"0"
"4682",748819,"Afternoon",1,"female","white","resident",28,"male","black","Single Victim","Single Offender","Parent","West South Central","Other",1,"0"
"4683",5726,"Night",14,"female","white","resident",27,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Other",0,"1"
"4684",202382,"Morning",8,"male","black","resident",39,"male","black","Multiple Victims","Single Offender","Parent","West North Central","Other",0,"0"
"4685",131255,"Afternoon",15,"female","black","non-resident",17,"male","black","Single Victim","Single Offender","Parent","South Atlantic","Other",0,"1"
"4686",760895,"Afternoon",15,"female","black","resident",44,"male","white","Single Victim","Single Offender","Parent","East North Central","Other",1,"0"
"4687",206654,"Morning",13,"female","black","resident",38,"male","black","Single Victim","Single Offender","Parent","South Atlantic","School/Center",0,"0"
"4688",17321,"Afternoon",12,"female","white","resident",26,"male","white","Multiple Victims","Single Offender","Parent","West South Central","Home",0,"0"
"4689",707096,"Morning",14,"female","black","resident",35,"male","black","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"4690",1645,"Early",9,"female","white","non-resident",72,"male","white","Single Victim","Single Offender","Parent","West South Central","Home",0,"0"
"4691",19677,"Night",9,"male","white","resident",45,"male","black","Single Victim","Single Offender","Parent","Pacific","Other",0,"0"
"4692",153107,"Morning",8,"male","white","resident",25,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Home",0,"0"
"4693",397106,"Afternoon",14,"male","black","resident",18,"male","black","Single Victim","Multiple Offenders","Parent","East North Central","Other",0,"1"
"4694",102822,"Night",1,"male","white","resident",55,"female","white","Single Victim","Single Offender","Parent","South Atlantic","Home",0,"0"
"4695",397106,"Afternoon",12,"female","black","resident",32,"male","asian","Multiple Victims","Single Offender","Parent","East North Central","Other",1,"0"
