"","population.group","incident.hour","completed","victim.age","victim.sex","victim.race","offender.age","offender.sex","offender.race","multiple.victims","multiple.offenders","relationship.group","division.name","loc.group","same.race","target.harm","cluster"
"5043","Pop 100-500K",16,1,7,"female","white",59,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,15
"5044","Pop 25-100K",15,1,15,"female","white",29,"male","black","Multiple Victims","Multiple Offenders","Stranger","South Atlantic","Road/transit",1,0,8
"5045","Pop 100-500K",16,0,15,"female","black",55,"male","white","Single Victim","Single Offender","Stranger","Mountain","Road/transit",1,0,3
"5046","Pop 25-100K",22,1,6,"female","white",50,"male","white","Multiple Victims","Single Offender","Stranger","East North Central","Unknown",0,0,11
"5047","Pop <25K",11,0,11,"female","white",50,"male","white","Multiple Victims","Single Offender","Stranger","West South Central","Shopping",0,0,9
"5048","Pop 100-500K",23,1,13,"female","black",23,"male","black","Single Victim","Multiple Offenders","Stranger","South Atlantic","Unknown",0,1,4
"5049","Pop >500K",6,1,12,"female","white",30,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,7
"5050","Pop 25-100K",13,0,14,"male","white",44,"male","white","Multiple Victims","Single Offender","Stranger","New England","Unknown",0,1,10
"5051","Pop <25K",7,0,11,"female","black",40,"male","white","Single Victim","Single Offender","Stranger","South Atlantic","Road/transit",1,0,7
"5052","Pop 25-100K",17,1,10,"female","white",23,"male","white","Multiple Victims","Single Offender","Stranger","East North Central","Shopping",0,0,4
"5053","Pop 25-100K",0,1,15,"male","black",48,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,9
"5054","Pop >500K",16,1,5,"female","white",25,"male","white","Multiple Victims","Multiple Offenders","Stranger","East North Central","Park/outdoor",0,0,12
"5056","Pop >500K",18,1,12,"female","black",40,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,10
"5057","Pop >500K",23,1,12,"female","black",41,"male","black","Single Victim","Single Offender","Stranger","East North Central","Shopping",0,1,10
"5060","Pop 25-100K",20,0,4,"male","black",35,"male","black","Single Victim","Single Offender","Stranger","South Atlantic","Home",0,0,1
"5061","Pop >500K",17,0,8,"male","white",37,"female","white","Single Victim","Multiple Offenders","Stranger","East North Central","Shopping",0,0,1
"5062","Pop 100-500K",18,1,8,"male","white",30,"male","white","Single Victim","Single Offender","Stranger","West North Central","Shopping",0,0,14
"5063","Pop >500K",17,0,10,"female","white",25,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,4
"5064","Pop >500K",8,0,10,"female","white",19,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,2
"5065","Pop 25-100K",15,1,12,"female","white",29,"male","black","Multiple Victims","Single Offender","Stranger","East North Central","Park/outdoor",1,0,8
"5066","Pop 25-100K",12,1,14,"male","white",18,"female","white","Single Victim","Multiple Offenders","Stranger","New England","Unknown",0,1,4
"5067","Pop >500K",7,1,11,"female","black",30,"male","black","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",0,0,7
"5068","Pop >500K",9,1,10,"female","black",50,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,9
"5069","Pop <25K",11,0,11,"female","white",50,"male","white","Multiple Victims","Single Offender","Stranger","West South Central","Shopping",0,0,9
"5070","Pop >500K",16,0,12,"female","black",46,"male","white","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",1,0,10
"5071","Pop 25-100K",20,1,12,"male","white",31,"male","black","Multiple Victims","Single Offender","Stranger","East South Central","Road/transit",1,0,8
"5072","Pop 100-500K",16,1,9,"female","white",35,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,8
"5073","Pop <25K",16,1,8,"female","white",22,"male","white","Single Victim","Single Offender","Stranger","East North Central","Unknown",0,0,4
"5074","Pop 100-500K",4,0,10,"male","black",18,"male","white","Single Victim","Multiple Offenders","Stranger","West North Central","Road/transit",1,0,2
"5075","Pop >500K",19,0,12,"female","white",55,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,3
"5076","Pop >500K",18,0,11,"female","white",35,"male","white","Multiple Victims","Multiple Offenders","Stranger","East North Central","Road/transit",0,0,8
"5077","Pop 100-500K",16,1,15,"female","white",52,"male","white","Single Victim","Multiple Offenders","Stranger","Pacific","Home",0,1,3
"5078","Pop 100-500K",1,1,11,"female","black",34,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,7
"5079","Pop 100-500K",19,0,12,"male","white",35,"male","white","Single Victim","Single Offender","Stranger","South Atlantic","Road/transit",0,0,8
"5080","Pop 100-500K",16,0,10,"male","white",32,"male","black","Multiple Victims","Multiple Offenders","Stranger","East North Central","Road/transit",1,0,8
"5081","Pop 100-500K",3,1,15,"female","white",30,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,7
"5082","Pop 25-100K",13,1,7,"female","white",99,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,15
"5083","Pop 100-500K",16,0,10,"female","black",41,"male","white","Single Victim","Multiple Offenders","Stranger","East North Central","Home",1,0,10
"5084","Pop 100-500K",14,0,9,"female","white",25,"male","white","Single Victim","Single Offender","Stranger","East South Central","Home",0,0,13
"5085","Pop 100-500K",18,0,12,"male","white",50,"male","white","Single Victim","Single Offender","Stranger","Mountain","Road/transit",0,0,3
"5086","Pop <25K",15,0,11,"female","white",20,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,4
"5087","Pop <25K",19,0,7,"female","white",52,"male","white","Single Victim","Single Offender","Stranger","East South Central","Road/transit",0,0,3
"5088","Pop <25K",20,1,13,"female","white",20,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,4
"5089","Pop >500K",20,1,15,"female","black",28,"male","black","Single Victim","Multiple Offenders","Stranger","East South Central","Home",0,1,8
"5090","Pop 100-500K",7,0,14,"female","white",27,"male","white","Single Victim","Single Offender","Stranger","Mountain","Road/transit",0,0,2
"5091","Pop 100-500K",21,0,12,"female","black",44,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,10
"5092","Pop 100-500K",7,0,13,"female","black",30,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,7
"5093","Pop <25K",17,1,11,"female","white",21,"male","white","Single Victim","Single Offender","Stranger","East North Central","Unknown",0,0,4
"5094","Pop <25K",18,1,11,"male","white",21,"male","white","Single Victim","Single Offender","Stranger","South Atlantic","Shopping",0,1,4
"5095","Pop <25K",22,1,12,"female","black",53,"male","black","Multiple Victims","Single Offender","Stranger","East North Central","Home",0,0,3
"5096","Pop 100-500K",12,0,12,"female","white",30,"male","black","Single Victim","Single Offender","Stranger","East North Central","Shopping",1,0,8
"5097","Pop 100-500K",17,0,9,"female","white",24,"male","black","Single Victim","Single Offender","Stranger","East South Central","Road/transit",1,0,4
"5099","Pop 100-500K",20,1,6,"male","black",56,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,3
"5100","Pop 100-500K",12,1,13,"female","white",25,"male","white","Single Victim","Single Offender","Stranger","East North Central","Unknown",0,0,4
"5101","Pop >500K",6,0,11,"female","black",20,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,2
"5102","Pop >500K",15,1,7,"male","black",50,"male","black","Single Victim","Single Offender","Stranger","East North Central","Unknown",0,0,11
"5103","Pop 25-100K",13,0,15,"male","white",44,"male","white","Multiple Victims","Single Offender","Stranger","New England","Unknown",0,1,10
"5104","Pop <25K",15,1,12,"female","white",39,"male","asian","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",1,0,10
"5107","Pop 100-500K",16,1,14,"female","white",22,"male","white","Single Victim","Multiple Offenders","Stranger","Mountain","Road/transit",0,1,4
"5108","Pop 100-500K",17,0,8,"female","white",25,"male","white","Single Victim","Multiple Offenders","Stranger","South Atlantic","Road/transit",0,0,14
"5109","Pop <25K",15,0,11,"female","white",51,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,3
"5110","Pop 25-100K",18,1,15,"female","black",24,"male","black","Single Victim","Single Offender","Stranger","South Atlantic","Road/transit",0,1,4
"5111","Pop 25-100K",18,1,14,"female","black",22,"male","black","Single Victim","Single Offender","Stranger","South Atlantic","Road/transit",0,0,4
"5112","Pop >500K",9,0,8,"male","black",50,"female","white","Single Victim","Multiple Offenders","Stranger","East North Central","Road/transit",1,0,9
"5113","Pop 100-500K",22,1,14,"male","black",20,"male","white","Single Victim","Multiple Offenders","Stranger","New England","Unknown",1,1,4
"5114","Pop <25K",21,0,9,"male","white",58,"male","white","Single Victim","Multiple Offenders","Stranger","East North Central","Shopping",0,0,3
"5115","Pop >500K",15,1,10,"male","black",40,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,10
"5116","Pop 100-500K",8,1,13,"female","black",45,"male","black","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,9
"5117","Pop >500K",6,1,12,"female","black",54,"male","white","Single Victim","Multiple Offenders","Stranger","East North Central","Road/transit",1,0,9
"5118","Pop 25-100K",15,0,9,"male","white",44,"male","white","Multiple Victims","Single Offender","Stranger","Mountain","Road/transit",0,0,10
"5119","Pop 25-100K",16,0,14,"female","white",24,"male","white","Single Victim","Single Offender","Stranger","East North Central","Road/transit",0,0,4
"5120","Pop 100-500K",1,1,15,"female","white",30,"male","black","Single Victim","Single Offender","Stranger","West North Central","Road/transit",1,1,7
"5121","Pop 25-100K",14,0,8,"male","white",32,"male","white","Single Victim","Single Offender","Stranger","West South Central","School",0,0,8
"5123","Pop 100-500K",16,1,15,"female","white",47,"male","white","Single Victim","Multiple Offenders","Stranger","Pacific","Home",0,1,10
"5124","Pop 100-500K",16,0,10,"male","white",32,"female","black","Multiple Victims","Multiple Offenders","Stranger","East North Central","Road/transit",1,0,8
"5125","Pop <25K",7,1,8,"female","white",40,"male","white","Single Victim","Single Offender","Stranger","Mountain","Road/transit",0,0,7
"5126","Pop 100-500K",14,1,15,"male","black",18,"male","black","Single Victim","Multiple Offenders","Stranger","East North Central","School",0,1,4
"5127","Pop >500K",15,0,12,"female","white",40,"male","white","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",0,0,10
"5128","Pop 100-500K",15,0,9,"male","asian",22,"male","white","Single Victim","Single Offender","Stranger","Mountain","Road/transit",1,1,4
"5129","Pop 100-500K",16,1,15,"female","white",52,"male","white","Single Victim","Multiple Offenders","Stranger","Pacific","Home",0,1,3
"5130","Pop >500K",19,1,12,"female","black",40,"male","black","Single Victim","Single Offender","Stranger","East North Central","Home",0,0,10
"5131","Pop >500K",1,1,15,"female","white",17,"male","white","Single Victim","Multiple Offenders","Stranger","East South Central","Home",0,0,2
"5132","Pop 25-100K",21,0,10,"male","white",78,"male","white","Single Victim","Single Offender","Stranger","New England","Road/transit",0,0,15
"5133","Pop >500K",15,1,15,"female","black",18,"male","black","Single Victim","Multiple Offenders","Stranger","East North Central","Road/transit",0,1,4
"5134","Pop 25-100K",15,1,14,"female","white",18,"male","white","Single Victim","Single Offender","Stranger","West North Central","Park/outdoor",0,0,4
"5135","Pop >500K",21,0,14,"female","white",57,"male","black","Multiple Victims","Single Offender","Stranger","East North Central","Road/transit",1,0,3
"5136","Pop >500K",18,0,11,"female","white",35,"male","white","Multiple Victims","Multiple Offenders","Stranger","East North Central","Road/transit",0,0,8
"5137","Pop 100-500K",19,0,11,"male","white",38,"male","white","Multiple Victims","Multiple Offenders","Stranger","Mountain","Shopping",0,0,10
"5138","Pop >500K",15,1,14,"female","black",22,"male","black","Single Victim","Multiple Offenders","Stranger","East South Central","Road/transit",0,1,4
"5139","Pop >500K",19,1,11,"female","white",60,"male","white","Single Victim","Single Offender","Stranger","East North Central","Shopping",0,0,3
"5140","Pop 100-500K",15,0,3,"male","black",32,"male","black","Single Victim","Multiple Offenders","Stranger","East North Central","Unknown",0,0,14
"5141","Pop <25K",14,0,13,"female","white",45,"male","white","Multiple Victims","Multiple Offenders","Stranger","East North Central","Home",0,0,10
"5142","Pop 25-100K",18,1,14,"female","black",19,"female","black","Multiple Victims","Single Offender","Stranger","South Atlantic","Unknown",0,1,4
"5143","Pop <25K",11,0,12,"female","white",57,"male","asian","Single Victim","Single Offender","Stranger","East North Central","Road/transit",1,0,3
