"","originating.agency","incident.number","incident.date","date.agency.went.NIBRS","city","current.population","UCR.county","FIPS.county","incident.hour","UCR.code","completed","victim.age","victim.sex","victim.race","victim.ethnicity","victim.residency","offender.age","offender.sex","offender.race","target.harm","target.arrest","multiple.victims","multiple.offenders","type","victimage.group","victim.tenderage","offenderage.group","population.group","relationship.group","hour.group","NA","same.race","state.name","division.name","region.name","location.name","loc.group","weapon.name","injury.name","Victim.in.relation","FIPS"
"9647","MO0490700","8T04RWZD72 N",20121102,20100501,"JOPLIN                        ",44416,49,97,20,100,1,13,"female","white",0,NA,33,"male","white",0,NA,1,1,"SingleVO","11-15","No","30-40","Pop 25-100K",NA,"Night",0,0,"MO","West North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"24097"
"9648","CO0210000","8T0B-MBC72 N",20120422,20040101,"EL PASO                       ",171761,21,41,19,100,1,14,"male","white",0,"resident",64,"male","white",1,NA,2,1,"MultVic","11-15","No",">50","Pop 100-500K",NA,"Night",0,0,"CO","Mountain","West","Residence/Home","Home","Firearm (type not stated)","None",NA,"05041"
"9649","AR0670100","7L-NX N7NUF3",20080709,20030101,"DE QUEEN                      ",5899,67,133,0,100,1,11,"female","white",0,NA,NA,"male","white",1,NA,1,2,"MultOff","11-15","Yes",NA,"Pop <25K",NA,"Night",0,0,"AR","West South Central","South","Residence/Home","Home","None/Other","None",NA,"03133"
"9650","WV0200600","CI0AXVSHSU N",20080520,19980801,"SOUTH CHARLESTON              ",12371,20,39,22,100,1,5,"female","white",0,"resident",67,"male","white",0,NA,1,1,"SingleVO","0-5","Yes",">50","Pop <25K",NA,"Night",0,0,"WV","South Atlantic","South","Convenience Store","Shopping","None/Other","None",NA,"47039"
"9651","OHCLP0000","2W1J0UFUICXO",20120624,20030101,"CLEVELAND                     ",393781,18,35,11,100,1,15,"female","black",NA,"resident",NA,"male",NA,1,NA,1,1,"SingleVO","11-15","No",NA,"Pop 100-500K",NA,"Morning",NA,NA,"OH","East North Central","Northcentral","Drug Store/Drs Office/Hospital","Shopping","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury",NA,"34035"
"9652","ID0010100","VX0DYBEOMH6A",20080501,19920501,"BOISE                         ",203770,1,1,10,100,0,14,"female","white",0,"resident",40,"male","white",0,NA,1,1,"SingleVO","11-15","No","30-40","Pop 100-500K",NA,"Morning",0,0,"ID","Mountain","West","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"11001"
"9653","MI8234900","181J0B7L8GKR",20120608,20050101,"DETROIT                       ",707096,82,163,NA,100,1,16,"female","black",NA,"non-resident",30,"female","black",1,NA,1,2,"MultOff","11-15","No","20-30","Pop >500K",NA,NA,0,0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Firearm-automatic","None",NA,"21163"
"9654","OHCOP0000","8N0GAWTMV2 N",20110719,20030101,"COLUMBUS                      ",770686,25,49,11,100,0,5,"male","white",NA,"resident",54,"male","white",0,NA,1,1,"SingleVO","0-5","Yes",">50","Pop >500K",NA,"Morning",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None",NA,"34049"
"9655","MI6362800","6C0DYBRVBC6U",20080528,19961001,"OAK PARK                      ",30509,63,125,8,100,0,13,"female","black",0,"resident",50,"male","white",0,NA,2,1,"MultVic","11-15","No","40-50","Pop 25-100K",NA,"Morning",1,1,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None",NA,"21125"
"9656","WA0270300"," D0QRV5MV2 N",20080209,20070101,"TACOMA                        ",196851,27,53,14,100,1,4,"female","amer.indian",0,NA,25,"male","asian",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop 100-500K",NA,"Afternoon",1,1,"WA","Pacific","West","Other/unknown","Unknown","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"46053"
"9657","MA0092600","P909W5HJ4O3G",20090425,20070501,"LOWELL                        ",111772,9,17,21,100,1,17,"female","white",0,"resident",31,"male",NA,1,0.1,1,1,"SingleVO","11-15","No","30-40","Pop 100-500K",NA,"Night",NA,NA,"MA","New England","Northeast","Highway/Road/Alley","Road/transit","None/Other","Apparent Minor Injury",NA,"20017"
"9658","OH0770000","1G0BQ-2GTF1W",20101007,19980101,"SUMMIT                        ",50320,77,153,16,100,0,12,"male","white",NA,"resident",34,"male","white",0,NA,1,1,"SingleVO","11-15","Yes","30-40","Pop 25-100K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None",NA,"34153"
"9659","DE0020600","3W1J0-H3ZN1A",20120217,20010101,"WILMINGTON                    ",72088,2,3,17,100,0,16,"female","black",0,"resident",47,"male","black",0,NA,1,1,"SingleVO","11-15","No","40-50","Pop 25-100K",NA,"Afternoon",0,0,"DE","South Atlantic","South","Highway/Road/Alley","Road/transit",NA,"None",NA,"07003"
"9660","IA0970100","0A1H0-PO671A",20100620,19920102,"SIOUX CITY                    ",83494,97,193,18,100,0,8,"female","white",1,"resident",21,"male","white",0,0.4,1,1,"SingleVO","6-10","Yes","20-30","Pop 25-100K",NA,"Afternoon",0,0,"IA","West North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"14193"
"9661","OH0770100"," X04RWEC72 N",20090423,19980601,"AKRON                         ",206497,77,153,16,100,0,6,"female","white",NA,"resident",42,"male","white",0,NA,2,1,"MultVic","6-10","Yes","40-50","Pop 100-500K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None",NA,"34153"
"9662","TX2201200","8I0B0WE9T2 N",20100501,20051001,"FORT WORTH                    ",742780,220,439,22,100,1,14,"female","black",0,"resident",43,"male","white",1,NA,1,1,"SingleVO","11-15","No","40-50","Pop >500K",NA,"Night",1,1,"TX","West South Central","South","Field/Woods","Park/outdoor","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury",NA,"42439"
"9663","AR0710200","W5-ZKQX4ZJW5",20110130,20031101,"CLINTON                       ",2622,71,141,12,100,1,7,"male","white",0,"non-resident",38,"male","white",0,0,1,2,"MultOff","6-10","Yes","30-40","Pop <25K",NA,"Morning",0,0,"AR","West South Central","South","Residence/Home","Home","None/Other","None",NA,"03141"
"9664","UT0180000","WI-CBZL4G0W5",20120420,20010901,"SALT LAKE CNTY UNIFD PD       ",330217,18,35,11,100,1,12,"female","white",NA,NA,NA,"male","white",1,NA,1,1,"SingleVO","11-15","Yes",NA,"Pop 100-500K",NA,"Morning",0,0,"UT","Mountain","West","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"43035"
"9665","UT0290100","CU-695N3VSCT",20120806,20010801,"OGDEN                         ",85083,29,57,5,100,1,14,"female","white",1,NA,39,"male","white",0,NA,1,1,"SingleVO","11-15","No","30-40","Pop 25-100K",NA,"Early",0,0,"UT","Mountain","West","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"43057"
"9666","TN0300100","2W1H05ZLZD1A",20100326,19980801,"GREENEVILLE                   ",15294,30,59,6,100,0,13,"female","white",NA,"resident",NA,"male","white",1,NA,1,1,"SingleVO","11-15","No",NA,"Pop <25K",NA,"Early",0,0,"TN","East South Central","South","Highway/Road/Alley","Road/transit","Motor Vehicle","Apparent Minor Injury",NA,"41059"
"9667","KS0570100","0Q1HM5T-WOIY",20120226,20000101,"MCPHERSON                     ",13249,57,113,13,100,1,11,"male","white",0,"resident",NA,"male","white",1,NA,1,1,"SingleVO","11-15","Yes",NA,"Pop <25K",NA,"Afternoon",0,0,"KS","West North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury",NA,"15113"
"9668","OHCLP0000","3A0AQ-F89L1A",20090204,20030101,"CLEVELAND                     ",429238,18,35,9,100,1,12,"female","black",NA,"resident",NA,"male","black",0,NA,1,1,"SingleVO","11-15","Yes",NA,"Pop 100-500K",NA,"Morning",0,0,"OH","East North Central","Northcentral","Air/Bus/Train Terminal","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34035"
"9669","WIMPD0000","1A2MQ0FN6D1A",20110724,20050101,"MILWAUKEE                     ",597426,40,79,15,100,1,11,"female","white",0,"resident",57,"male","white",1,NA,3,1,"MultVic","11-15","Yes",">50","Pop >500K",NA,"Afternoon",0,0,"WI","East North Central","Northcentral","Residence/Home","Home","Handgun","None",NA,"48079"
"9670","OHCLP0000","2W1H0UOZ7LKR",20100721,20030101,"CLEVELAND                     ",426042,18,35,16,100,1,9,"female","white",NA,"resident",65,"male","white",0,NA,2,1,"MultVic","6-10","Yes",">50","Pop 100-500K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Parking Lot/Garage","Shopping","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34035"
"9671","OHCLP0000","2W0WPU7VZ60D",20090307,20030101,"CLEVELAND                     ",429238,18,35,20,100,1,15,"female","white",NA,"resident",NA,"male","black",0,2.4,1,3,"MultOff","11-15","No",NA,"Pop 100-500K",NA,"Night",1,1,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34035"
"9672","OHCOP0000","EJ2K75843LWM",20121011,20030101,"COLUMBUS                      ",780239,25,49,14,100,0,14,"female","black",NA,"resident",50,"male","white",0,NA,1,1,"SingleVO","11-15","No","40-50","Pop >500K",NA,"Afternoon",1,1,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit",NA,"None",NA,"34049"
"9673","WA0270000"," X0I0OSHV2 N",20090406,20070101,"PIERCE                        ",375377,27,53,16,100,1,16,"female","white",1,"resident",25,"male","black",1,NA,1,1,"SingleVO","11-15","No","20-30","Pop 100-500K",NA,"Afternoon",1,1,"WA","Pacific","West","Highway/Road/Alley","Road/transit","Handgun","Apparent Minor Injury",NA,"46053"
"9674","SC0400100","8I0BKYTQ12 N",20100518,19910101,"COLUMBIA                      ",130027,40,79,11,100,1,1,"male","black",0,"resident",23,"male","black",0,NA,1,2,"MultOff","0-5","Yes","20-30","Pop 100-500K",NA,"Morning",0,0,"SC","South Atlantic","South","Government/Public Building","Other","None/Other","None",NA,"39079"
"9675","AR0430200","1W-HP2X0HG1A",20100307,20030601,"CABOT                         ",24900,43,85,13,100,1,15,"female","white",0,"resident",NA,"male",NA,1,NA,1,1,"SingleVO","11-15","No",NA,"Pop <25K",NA,"Afternoon",NA,NA,"AR","West South Central","South","School/College","School","None/Other","None",NA,"03085"
"9676","VA0210100","2W1H0OOOLNJI",20100826,19990101,"CHESTERFIELD COUNTY PD        ",312810,21,41,8,100,1,16,"female","white",0,"resident",41,"female","white",0,NA,1,2,"MultOff","11-15","No","40-50","Pop 100-500K",NA,"Morning",0,0,"VA","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"45041"
"9677","KS0461000"," K1B46I D0W5",20121202,20060101,"LENEXA                        ",49222,46,91,14,100,0,11,"male","white",0,"resident",NA,"male","white",1,NA,1,2,"MultOff","11-15","Yes",NA,"Pop 25-100K",NA,"Afternoon",0,0,"KS","West North Central","Northcentral","Highway/Road/Alley","Road/transit","Handgun","None",NA,"15091"
"9678","OHCLP0000","2W1J0UHUJNJ4",20121212,20030101,"CLEVELAND                     ",393781,18,35,17,100,1,15,"female","black",0,"resident",18,"male","black",1,NA,1,1,"SingleVO","11-15","No","<20","Pop 100-500K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Field/Woods","Park/outdoor","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34035"
"9679","OHCLP0000","2W1H0UFO7L0O",20100614,20030101,"CLEVELAND                     ",426042,18,35,20,100,1,17,"male","black",NA,"resident",NA,"male","black",1,NA,1,1,"SingleVO","11-15","No",NA,"Pop 100-500K",NA,"Night",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Handgun","None",NA,"34035"
"9680","OH0470500","2W1H0U7ZULTO",20100708,20070101,"LORAIN                        ",70242,47,93,20,100,1,12,"female","black",NA,"resident",46,"male","white",0,NA,2,1,"MultVic","11-15","Yes","40-50","Pop 25-100K",NA,"Night",1,1,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34093"
"9681","SC0230000","9D2W59PBHP86",20090419,19910101,"GREENVILLE                    ",320364,23,45,19,100,0,13,"female","white",0,"resident",30,"male","white",0,NA,1,1,"SingleVO","11-15","No","20-30","Pop 100-500K",NA,"Night",0,0,"SC","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"39045"
"9682","MI8234900","181J02F28GXI",20120510,20050101,"DETROIT                       ",707096,82,163,9,100,0,14,"female","black",NA,"resident",35,"male","black",0,NA,1,1,"SingleVO","11-15","No","30-40","Pop >500K",NA,"Morning",0,0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None",NA,"21163"
"9683","VA1220000","2W1M067N8YXR",20110405,20000101,"RICHMOND                      ",206654,NA,NA,7,100,0,13,"female","black",0,"resident",38,"male","black",0,0.4,1,1,"SingleVO","11-15","No","30-40","Pop 100-500K",NA,"Morning",0,0,"VA","South Atlantic","South","School/College","School","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"45 NA"
"9684","OH0770100","8I0B1ARM72 N",20100329,19980601,"AKRON                         ",205760,77,153,7,100,1,9,"female","black",NA,"resident",66,"male","black",0,NA,1,1,"SingleVO","6-10","Yes",">50","Pop 100-500K",NA,"Morning",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None",NA,"34153"
"9685","VA1160000","NH1-5NLL AEM",20110605,19980701,"NEWPORT NEWS                  ",182878,NA,NA,12,100,1,6,"male","black",0,"resident",20,"female","black",0,0,2,1,"MultVic","6-10","Yes","<20","Pop 100-500K",NA,"Morning",0,0,"VA","South Atlantic","South","Convenience Store","Shopping","None/Other","None",NA,"45 NA"
"9686","MI3351900","8X0RIYZRQ-8B",20080422,20040101,"LANSING                       ",109634,33,65,19,100,1,12,"female","white",1,"resident",39,"male","black",0,NA,1,1,"SingleVO","11-15","Yes","30-40","Pop 100-500K",NA,"Night",1,1,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"21065"
"9687","WA0270300","1W2040PZ7D1A",20100820,20070101,"TACOMA                        ",199595,27,53,17,100,0,11,"female","black",0,"resident",27,"male","white",0,NA,1,1,"SingleVO","11-15","Yes","20-30","Pop 100-500K",NA,"Afternoon",1,1,"WA","Pacific","West","Highway/Road/Alley","Road/transit","None/Other","Apparent Minor Injury",NA,"46053"
"9688","OHCOP0000"," D0B0VTR-2 N",20080121,20030101,"COLUMBUS                      ",740275,25,49,7,100,1,7,"female","black",NA,"resident",NA,"female","black",0,NA,1,1,"SingleVO","6-10","Yes",NA,"Pop >500K",NA,"Morning",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","None",NA,"34049"
"9689","MA0146000","2W1H0U72JLK8",20100121,19950101,"WORCESTER                     ",181908,14,27,19,100,1,3,"female","white",1,"resident",NA,"male","white",0,NA,1,1,"SingleVO","0-5","Yes",NA,"Pop 100-500K",NA,"Night",0,0,"MA","New England","Northeast","Parking Lot/Garage","Shopping","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"20027"
"9690","SC0420000"," X0DRE3-72 N",20090705,19910101,"SPARTANBURG                   ",212136,42,83,18,100,1,3,"male","white",0,"resident",49,"female","white",0,0.1,1,3,"MultOff","0-5","Yes","40-50","Pop 100-500K",NA,"Afternoon",0,0,"SC","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"39083"
"9691","OH0291100","LN0IKOZL X8X",20080315,20030101,"BEAVERCREEK                   ",39965,29,57,15,100,1,12,"female","white",NA,NA,NA,"male","white",0,NA,3,2,"MultVO","11-15","Yes",NA,"Pop 25-100K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None",NA,"34057"
"9692","OHCLP0000","2W1M0UHU6YX4",20111221,20030101,"CLEVELAND                     ",397106,18,35,13,100,1,14,"male","black",NA,"resident",18,"male","black",1,NA,1,3,"MultOff","11-15","No","<20","Pop 100-500K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34035"
"9693","OHCLP0000","NH0O7282645O",20080322,20030101,"CLEVELAND                     ",433452,18,35,21,100,1,12,"male","black",NA,"resident",25,"male","black",1,NA,3,2,"MultVO","11-15","Yes","20-30","Pop 100-500K",NA,"Night",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34035"
"9694","WIMPD0000","88345OPBO39G",20081027,20050101,"MILWAUKEE                     ",602131,40,79,21,100,1,17,"male","black",0,"resident",31,"male","black",1,NA,2,2,"MultVO","11-15","No","30-40","Pop >500K",NA,"Night",0,0,"WI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Handgun","None",NA,"48079"
"9695","OH0600100","8N01AVQU72 N",20110404,20020501,"ZANESVILLE                    ",25506,60,119,18,100,0,15,"female","white",NA,"resident",NA,"male","white",0,NA,1,2,"MultOff","11-15","No",NA,"Pop 25-100K",NA,"Afternoon",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34119"
"9696","WV0200200","IA2HQ0P3ZD1A",20120109,19981001,"CHARLESTON                    ",51178,20,39,14,100,1,2,"female","white",0,NA,21,"female","white",0,NA,1,1,"SingleVO","0-5","Yes","20-30","Pop 25-100K",NA,"Afternoon",0,0,"WV","South Atlantic","South","Residence/Home","Home","None/Other","None",NA,"47039"
"9697","MI2302300","9N0W5OZLOI86",20100915,19980101,"SP: EATON COUNTY              ",0,23,45,6,100,1,12,"female","white",0,NA,77,"male","white",0,NA,2,1,"MultVic","11-15","Yes",">50",NA,NA,"Early",0,0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None",NA,"21045"
"9698","OHCLP0000","2W1H0UH2I46I",20100921,20030101,"CLEVELAND                     ",426042,18,35,8,100,1,17,"female","black",NA,"resident",NA,"male","black",1,NA,1,1,"SingleVO","11-15","No",NA,"Pop 100-500K",NA,"Morning",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34035"
"9699","TN0510000","IG1T-52P9Q6S",20111101,19971101,"LEWIS                         ",8480,51,101,17,100,0,6,"female","white",0,"resident",NA,"male",NA,0,NA,2,1,"MultVic","6-10","Yes",NA,"Pop <25K",NA,"Afternoon",NA,NA,"TN","East South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"41101"
"9700","VA0290100","2W1H0O829CXA",20100326,20000101,"FAIRFAX COUNTY PD             ",1009834,30,59,12,100,1,16,"female","white",0,"resident",NA,NA,"white",0,NA,1,1,"SingleVO","11-15","No",NA,"Pop >500K",NA,"Morning",0,0,"VA","South Atlantic","South","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"45059"
"9701","OHCLP0000"," K0KL628XX4A",20090424,20030101,"CLEVELAND                     ",429238,18,35,9,100,0,14,"female","black",NA,"resident",NA,"male","black",0,NA,1,1,"SingleVO","11-15","No",NA,"Pop 100-500K",NA,"Morning",0,0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None",NA,"34035"
